protocol	srcIP	destIP	srcPort	destPort	srcPkts	destPkts	srcBytes	destBytes	proto
2	111.186.123.44	239.255.255.250	52163	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	52168	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	52173	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	61013	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	61018	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	61024	1900	3	0	1422	0	12
2	111.186.123.44	239.255.255.250	61029	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	50105	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	50110	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	54765	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	54770	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	54788	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	54793	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	60351	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	60356	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	61137	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	61142	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	61161	1900	3	0	1422	0	12
2	111.186.123.174	239.255.255.250	61166	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	49445	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	49450	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	49456	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	49461	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	50451	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	50456	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	50463	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	50468	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	64867	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	64872	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	64877	1900	3	0	1422	0	12
2	111.186.123.177	239.255.255.250	64882	1900	3	0	1422	0	12
2	111.186.103.32	239.255.255.250	59793	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	59798	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	59803	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	59808	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	60849	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	60854	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62567	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62572	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62577	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62582	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62587	1900	3	0	1419	0	12
2	111.186.103.32	239.255.255.250	62592	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55614	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55619	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55624	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55629	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55638	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55643	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55648	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55653	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55658	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55663	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55669	1900	3	0	1419	0	12
2	111.186.105.63	239.255.255.250	55674	1900	3	0	1419	0	12
2	111.186.123.175	111.186.123.255	137	137	15	0	1380	0	10
2	111.186.123.17	111.186.123.255	138	138	6	0	1356	0	10
2	111.186.123.219	111.186.123.255	137	137	12	0	1320	0	10
2	111.186.103.54	239.255.255.250	54846	1900	6	0	1074	0	12
2	111.186.103.10	239.255.255.250	61531	1900	6	0	1050	0	12
2	111.186.105.179	239.255.255.250	64371	1900	6	0	1050	0	12
2	111.186.123.53	239.255.255.250	50243	1900	6	0	996	0	12
2	111.186.123.130	239.255.255.250	49644	1900	6	0	996	0	12
2	111.186.123.17	224.0.0.251	5353	5353	12	0	984	0	8
2	111.186.123.126	111.186.123.255	137	137	10	0	920	0	10
2	111.186.103.7	239.255.255.250	60262	1900	4	0	864	0	12
2	111.186.103.9	239.255.255.250	65160	1900	4	0	864	0	12
2	111.186.103.54	239.255.255.250	55685	1900	4	0	864	0	12
2	111.186.103.54	239.255.255.250	64981	1900	4	0	864	0	12
2	111.186.103.60	239.255.255.250	65491	1900	4	0	864	0	12
2	111.186.103.88	239.255.255.250	65504	1900	4	0	864	0	12
2	111.186.105.10	239.255.255.250	53265	1900	4	0	864	0	12
2	111.186.105.86	239.255.255.250	59149	1900	4	0	864	0	12
2	111.186.105.230	239.255.255.250	63595	1900	4	0	864	0	12
2	111.186.123.104	239.255.255.250	61616	1900	4	0	864	0	12
2	111.186.123.109	239.255.255.250	64239	1900	4	0	864	0	12
2	111.186.123.126	239.255.255.250	51916	1900	4	0	864	0	12
2	111.186.123.178	239.255.255.250	56206	1900	4	0	864	0	12
2	111.186.123.186	239.255.255.250	52655	1900	4	0	864	0	12
2	111.186.123.228	239.255.255.250	60588	1900	4	0	864	0	12
2	111.186.103.31	239.255.255.250	56328	1900	4	0	860	0	12
2	111.186.103.32	239.255.255.250	62566	1900	4	0	860	0	12
2	111.186.103.52	239.255.255.250	63331	1900	4	0	860	0	12
2	111.186.103.137	239.255.255.250	54813	1900	4	0	860	0	12
2	111.186.103.140	239.255.255.250	65237	1900	4	0	860	0	12
2	111.186.103.150	239.255.255.250	62119	1900	4	0	860	0	12
2	111.186.103.174	239.255.255.250	61267	1900	4	0	860	0	12
2	111.186.103.188	239.255.255.250	63219	1900	4	0	860	0	12
2	111.186.103.215	239.255.255.250	61588	1900	4	0	860	0	12
2	111.186.105.63	239.255.255.250	55668	1900	4	0	860	0	12
2	111.186.105.69	239.255.255.250	63545	1900	4	0	860	0	12
2	111.186.105.75	239.255.255.250	49377	1900	4	0	860	0	12
2	111.186.105.83	239.255.255.250	59523	1900	4	0	860	0	12
2	111.186.105.90	239.255.255.250	64399	1900	4	0	860	0	12
2	111.186.105.103	239.255.255.250	57882	1900	4	0	860	0	12
2	111.186.105.179	239.255.255.250	55344	1900	4	0	860	0	12
2	111.186.105.204	239.255.255.250	59335	1900	4	0	860	0	12
2	111.186.105.242	239.255.255.250	60103	1900	4	0	860	0	12
2	111.186.105.251	239.255.255.250	53352	1900	4	0	860	0	12
2	111.186.123.3	239.255.255.250	59135	1900	4	0	860	0	12
2	111.186.123.17	239.255.255.250	58494	1900	4	0	860	0	12
2	111.186.123.44	239.255.255.250	52179	1900	4	0	860	0	12
2	111.186.123.78	239.255.255.250	60868	1900	4	0	860	0	12
2	111.186.123.83	239.255.255.250	51338	1900	4	0	860	0	12
2	111.186.123.102	239.255.255.250	65529	1900	4	0	860	0	12
2	111.186.123.108	239.255.255.250	61329	1900	4	0	860	0	12
2	111.186.123.113	239.255.255.250	50013	1900	4	0	860	0	12
2	111.186.123.115	239.255.255.250	62637	1900	4	0	860	0	12
2	111.186.123.124	239.255.255.250	63019	1900	4	0	860	0	12
2	111.186.123.129	239.255.255.250	60661	1900	4	0	860	0	12
2	111.186.123.150	239.255.255.250	63107	1900	4	0	860	0	12
2	111.186.123.158	239.255.255.250	61190	1900	4	0	860	0	12
2	111.186.123.160	239.255.255.250	50594	1900	4	0	860	0	12
2	111.186.123.163	239.255.255.250	55665	1900	4	0	860	0	12
2	111.186.123.174	239.255.255.250	61157	1900	4	0	860	0	12
2	111.186.123.181	239.255.255.250	55309	1900	4	0	860	0	12
2	111.186.123.200	239.255.255.250	62979	1900	4	0	860	0	12
2	172.25.58.94	239.255.255.250	60408	1900	4	0	860	0	12
2	111.186.103.12	239.255.255.250	60195	1900	4	0	856	0	12
2	111.186.103.236	239.255.255.250	53214	1900	4	0	856	0	12
2	111.186.123.168	239.255.255.250	65194	1900	4	0	856	0	12
2	111.186.103.149	239.255.255.250	40892	1900	4	0	852	0	12
2	111.186.103.12	239.255.255.250	47662	1900	4	0	836	0	12
2	111.186.103.149	239.255.255.250	53734	1900	4	0	832	0	12
2	111.186.123.168	111.186.123.255	137	137	9	0	828	0	10
2	111.186.123.180	111.186.123.255	137	137	9	0	828	0	10
2	111.186.123.11	224.0.0.251	5353	5353	1	0	701	0	8
2	111.186.105.111	239.255.255.250	53967	1900	4	0	671	0	12
1	111.186.105.83	151.101.78.133	54240	443	4	6	218	449	91
1	111.186.105.83	151.101.78.49	54401	443	4	6	218	449	91
2	111.186.123.9	111.186.123.255	138	138	3	0	666	0	10
1	111.186.105.83	151.101.78.133	54241	443	4	5	217	383	91
2	172.25.58.94	172.25.58.255	137	137	6	0	552	0	10
2	111.186.123.41	111.186.123.255	137	137	5	0	550	0	10
1	111.186.105.83	151.101.78.2	54343	443	3	5	163	383	91
2	111.186.105.243	239.255.255.250	55470	1900	3	0	537	0	12
2	111.186.123.186	239.255.255.250	49966	1900	3	0	537	0	12
2	111.186.123.165	239.255.255.250	55295	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	55300	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	55306	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	55311	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	55539	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	55544	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	60374	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	60379	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	64794	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	64799	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	64805	1900	1	0	525	0	12
2	111.186.123.165	239.255.255.250	64810	1900	1	0	525	0	12
2	111.186.123.44	239.255.255.250	52149	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	52154	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	52161	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	52166	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	52171	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	52176	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	61016	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	61021	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	61027	1900	1	0	524	0	12
2	111.186.123.44	239.255.255.250	61032	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	50108	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	50113	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	54768	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	54773	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	54791	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	54796	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	60354	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	60359	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	61140	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	61145	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	61164	1900	1	0	524	0	12
2	111.186.123.174	239.255.255.250	61169	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	49448	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	49453	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	49459	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	49464	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	50454	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	50459	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	50466	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	50471	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	64870	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	64875	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	64880	1900	1	0	524	0	12
2	111.186.123.177	239.255.255.250	64885	1900	1	0	524	0	12
2	111.186.103.32	239.255.255.250	60857	1900	1	0	523	0	12
2	111.186.103.32	239.255.255.250	62590	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55296	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55301	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55307	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55312	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55540	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	55545	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	60375	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	60380	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	64795	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	64800	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	64806	1900	1	0	523	0	12
2	111.186.123.165	239.255.255.250	64811	1900	1	0	523	0	12
2	111.186.123.44	239.255.255.250	52150	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	52155	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	52162	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	52167	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	52172	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	52177	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	61017	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	61022	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	61028	1900	1	0	522	0	12
2	111.186.123.44	239.255.255.250	61033	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	50109	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	50114	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	54769	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	54774	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	54792	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	54797	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	60355	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	60360	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	61141	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	61146	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	61165	1900	1	0	522	0	12
2	111.186.123.174	239.255.255.250	61170	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	49449	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	49454	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	49460	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	49465	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	50455	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	50460	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	50467	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	50472	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	64871	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	64876	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	64881	1900	1	0	522	0	12
2	111.186.123.177	239.255.255.250	64886	1900	1	0	522	0	12
2	111.186.103.32	239.255.255.250	60858	1900	1	0	521	0	12
2	111.186.103.32	239.255.255.250	62591	1900	1	0	521	0	12
2	111.186.105.63	239.255.255.250	55647	1900	1	0	521	0	12
2	111.186.123.165	239.255.255.250	55294	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	55299	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	55305	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	55310	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	55538	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	55543	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	60373	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	60378	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	64793	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	64798	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	64804	1900	1	0	513	0	12
2	111.186.123.165	239.255.255.250	64809	1900	1	0	513	0	12
2	111.186.103.105	239.255.255.250	55057	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	55062	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	55067	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	55072	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	55081	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	55086	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58474	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58479	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58484	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58489	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58494	1900	1	0	512	0	12
2	111.186.103.105	239.255.255.250	58499	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52148	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52153	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52160	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52165	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52170	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	52175	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	61015	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	61020	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	61026	1900	1	0	512	0	12
2	111.186.123.44	239.255.255.250	61031	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	50107	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	50112	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	54767	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	54772	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	54790	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	54795	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	60353	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	60358	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	61139	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	61144	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	61163	1900	1	0	512	0	12
2	111.186.123.174	239.255.255.250	61168	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	49447	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	49452	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	49458	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	49463	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	50453	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	50458	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	50465	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	50470	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	64869	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	64874	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	64879	1900	1	0	512	0	12
2	111.186.123.177	239.255.255.250	64884	1900	1	0	512	0	12
2	111.186.103.32	239.255.255.250	59795	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	59800	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	59805	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	59810	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	60851	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	60856	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62569	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62574	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62579	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62584	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62589	1900	1	0	511	0	12
2	111.186.103.32	239.255.255.250	62594	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55616	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55621	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55626	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55631	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55640	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55645	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55650	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55655	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55660	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55665	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55671	1900	1	0	511	0	12
2	111.186.105.63	239.255.255.250	55676	1900	1	0	511	0	12
2	10.0.3.240	10.0.3.255	138	138	2	0	510	0	10
2	111.186.103.52	224.0.0.251	5353	5353	7	0	508	0	8
2	111.186.123.165	239.255.255.250	55293	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	55298	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	55304	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	55309	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	55537	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	55542	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	60372	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	60377	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	64792	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	64797	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	64803	1900	1	0	507	0	12
2	111.186.123.165	239.255.255.250	64808	1900	1	0	507	0	12
2	111.186.103.105	239.255.255.250	55056	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	55061	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	55066	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	55071	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	55080	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	55085	1900	1	0	506	0	12
2	111.186.103.105	239.255.255.250	58473	1900	1	0	506	0	12
